node	mutation_occurred	variant_name	successors
982	True	a_b_l_B_8_134	[]
468	False	a_b_l_B	[17]
813	True	a_e_H_16_53_135	[343, 356, 124, 747]
447	True	a_e_H_16_53_136	[125, 884, 711, 808, 827]
228	False	a_e_H_16_53	[497, 676, 741]
384	False	a_e_H_16_53	[266, 620, 33]
352	True	a_e_H_16_53_137	[598, 531, 671, 351]
280	True	a_e_H_16_53_138	[]
389	False	a_e_H_16_53_96	[]
143	True	a_e_H_16_53_96_139	[440]
765	False	a_e_H_16_53_96	[37, 532, 714]
102	True	a_e_H_16_53_96_140	[]
514	False	a_e_H_16_53_96	[502, 59]
549	False	a_e_H_16_53_96	[646, 44, 5, 527]
412	False	a_e_H_16_53_96	[]
190	False	a_e_H_16_53	[123, 358, 400, 845]
626	False	a_e_H_16_53	[179]
622	False	a_e_H_16_54	[]
232	False	a_e_H_16_54	[]
704	True	a_e_H_16_54_141	[940, 130, 586, 403]
193	False	a_e_H_16_54	[610]
265	True	a_e_H_55_142	[]
568	False	a_e_H_55	[941]
207	False	a_e_H_55	[]
107	False	a_e_H_100	[694]
89	False	a_e_H	[]
485	True	a_e_17_143	[]
321	True	a_e_17_144	[]
134	True	a_e_17_145	[994, 493]
998	False	a_e_17_104	[293]
482	True	a_e_17_104_146	[]
570	True	a_e_17_105_147	[]
812	True	a_e_17_105_148	[]
761	False	a_e_17_105	[195]
405	False	a_e_17_105	[]
755	False	a_e_17	[]
470	False	a_e_17	[560, 136]
31	False	a_e_I_18	[66]
686	False	a_e_I_18	[]
14	True	a_e_149	[907]
52	True	a_e_150	[]
177	False	a_e	[]
167	False	a_K_111	[]
802	False	a_K	[]
710	False	a_K	[]
793	False	a_g_O_21_67	[347, 112, 936]
756	False	a_g_O_21_67	[718, 790]
853	False	a_g_O_21_67	[]
138	False	a_g_O_21_67	[431]
499	False	a_g_22	[]
241	True	a_g_22_151	[909, 432]
895	False	a_g_22	[]
724	False	a_g_22	[]
562	False	a_b_Z	[]
536	False	a_b	[]
202	False	a_b_113	[]
465	False	a_b_76	[]
550	True	a_b_76_152	[]
559	False	a_b_76	[554]
858	False	a_b_36	[387, 353]
11	True	a_b_36_115_153	[]
634	False	a_b_36_116	[]
38	False	a_b_36_116	[]
571	False	a_b	[954]
115	False	a_b_c_j	[]
675	True	a_b_c_j_154	[388]
281	False	a_b_c_j	[590]
99	True	a_b_c_j_117_155	[]
717	True	a_b_c_j_118_156	[]
774	False	a_b_c_79	[]
284	False	a_b_l_z_82	[]
305	False	a_b_l_z_82	[67]
594	False	a_b_l_z_82	[75, 501]
30	False	a_b_l_z_82	[]
285	False	a_b_l_z_82	[784]
852	True	a_b_l_z_83_157	[249, 949, 279]
237	True	a_b_l_z_83_158	[156]
264	False	a_b_l_z_83	[]
16	False	a_b_l_z	[]
943	False	a_b_l_z_123	[448]
965	False	a_b_l_z	[732]
340	False	a_b_l_z	[]
10	True	a_b_l_z_159	[]
111	False	a_b_l_z	[371]
337	False	a_b_l_z	[]
736	False	a_b_l_z	[]
426	True	a_b_l_z_5_44_124_160	[771]
885	False	a_b_l_z_5_44_124	[]
161	False	a_b_l_z_5_44_86_125	[]
267	False	a_b_l_z_5_128	[]
691	True	a_b_l_z_5_128_161	[]
71	False	a_b_l_z_5	[534]
187	True	a_b_l_z_5_162	[157, 799]
323	False	a_b_l_z_5	[]
911	False	a_b_l_z_5_88_129	[]
631	True	a_b_l_z_5_89_163	[953]
903	False	a_b_l_z_5_89	[333]
867	True	a_b_l_z_5_130_164	[]
188	False	a_b_l_z_5	[]
390	False	a_b_l_45_91	[787]
508	False	a_b_l_45_91	[]
299	False	a_b_l_45_91	[]
999	True	a_b_l_92_165	[]
17	False	a_b_l_B	[]
343	True	a_e_H_16_53_135_166	[49, 915, 745]
356	False	a_e_H_16_53_135	[]
124	True	a_e_H_16_53_135_167	[348]
747	False	a_e_H_16_53_135	[]
125	False	a_e_H_16_53_136	[971]
884	False	a_e_H_16_53_136	[849, 329]
711	False	a_e_H_16_53_136	[585, 169, 464, 295, 948]
808	False	a_e_H_16_53_136	[]
827	False	a_e_H_16_53_136	[873, 727]
497	True	a_e_H_16_53_168	[]
676	False	a_e_H_16_53	[]
741	True	a_e_H_16_53_169	[]
266	True	a_e_H_16_53_170	[]
620	False	a_e_H_16_53	[]
33	True	a_e_H_16_53_171	[68]
598	False	a_e_H_16_53_137	[]
531	True	a_e_H_16_53_137_172	[655, 496, 689, 866]
671	False	a_e_H_16_53_137	[173]
351	False	a_e_H_16_53_137	[]
440	False	a_e_H_16_53_96_139	[992]
37	False	a_e_H_16_53_96	[480, 456]
532	False	a_e_H_16_53_96	[478, 923, 72]
714	False	a_e_H_16_53_96	[553]
502	True	a_e_H_16_53_96_173	[441]
59	False	a_e_H_16_53_96	[]
646	True	a_e_H_16_53_96_174	[]
44	False	a_e_H_16_53_96	[]
5	False	a_e_H_16_53_96	[]
527	False	a_e_H_16_53_96	[]
123	False	a_e_H_16_53	[]
358	False	a_e_H_16_53	[361]
400	True	a_e_H_16_53_175	[864, 981, 801]
845	False	a_e_H_16_53	[]
179	False	a_e_H_16_53	[163]
940	False	a_e_H_16_54_141	[]
130	False	a_e_H_16_54_141	[296]
586	False	a_e_H_16_54_141	[]
403	False	a_e_H_16_54_141	[189]
610	False	a_e_H_16_54	[]
941	True	a_e_H_55_176	[]
694	True	a_e_H_100_177	[777]
994	False	a_e_17_145	[912]
493	False	a_e_17_145	[77]
293	False	a_e_17_104	[876, 723]
195	True	a_e_17_105_178	[185]
560	False	a_e_17	[]
136	False	a_e_17	[]
66	True	a_e_I_18_179	[]
907	True	a_e_149_180	[]
347	False	a_g_O_21_67	[]
112	False	a_g_O_21_67	[733]
936	False	a_g_O_21_67	[753]
718	False	a_g_O_21_67	[454]
790	False	a_g_O_21_67	[]
431	False	a_g_O_21_67	[]
909	True	a_g_22_151_181	[]
432	False	a_g_22_151	[303]
554	False	a_b_76	[]
387	False	a_b_36	[]
353	False	a_b_36	[]
954	True	a_b_182	[]
388	False	a_b_c_j_154	[]
590	False	a_b_c_j	[985]
67	False	a_b_l_z_82	[786]
75	False	a_b_l_z_82	[811]
501	True	a_b_l_z_82_183	[891]
784	True	a_b_l_z_82_184	[]
249	False	a_b_l_z_83_157	[]
949	True	a_b_l_z_83_157_185	[]
279	False	a_b_l_z_83_157	[466]
156	True	a_b_l_z_83_158_186	[633]
448	True	a_b_l_z_123_187	[]
732	True	a_b_l_z_188	[]
371	False	a_b_l_z	[894]
771	True	a_b_l_z_5_44_124_160_189	[]
534	False	a_b_l_z_5	[]
157	False	a_b_l_z_5_162	[60]
799	True	a_b_l_z_5_162_190	[]
953	False	a_b_l_z_5_89_163	[]
333	False	a_b_l_z_5_89	[]
787	True	a_b_l_45_91_191	[]
49	True	a_e_H_16_53_135_166_192	[271, 375, 557]
915	False	a_e_H_16_53_135_166	[18]
745	False	a_e_H_16_53_135_166	[]
348	False	a_e_H_16_53_135_167	[47, 825, 127]
971	False	a_e_H_16_53_136	[250, 254, 469, 95, 645]
849	False	a_e_H_16_53_136	[]
329	False	a_e_H_16_53_136	[135, 705]
585	True	a_e_H_16_53_136_193	[606, 883]
169	True	a_e_H_16_53_136_194	[739]
464	False	a_e_H_16_53_136	[988]
295	True	a_e_H_16_53_136_195	[]
948	False	a_e_H_16_53_136	[669]
873	True	a_e_H_16_53_136_196	[]
727	False	a_e_H_16_53_136	[]
68	False	a_e_H_16_53_171	[848]
655	False	a_e_H_16_53_137_172	[875]
496	True	a_e_H_16_53_137_172_197	[]
689	False	a_e_H_16_53_137_172	[55, 618]
866	False	a_e_H_16_53_137_172	[]
173	True	a_e_H_16_53_137_198	[]
992	True	a_e_H_16_53_96_139_199	[494, 315, 579]
480	False	a_e_H_16_53_96	[]
456	False	a_e_H_16_53_96	[946, 855]
478	False	a_e_H_16_53_96	[]
923	True	a_e_H_16_53_96_200	[]
72	False	a_e_H_16_53_96	[165]
553	False	a_e_H_16_53_96	[]
441	False	a_e_H_16_53_96_173	[]
361	True	a_e_H_16_53_201	[]
864	False	a_e_H_16_53_175	[248]
981	False	a_e_H_16_53_175	[]
801	False	a_e_H_16_53_175	[]
163	False	a_e_H_16_53	[463, 474]
296	True	a_e_H_16_54_141_202	[]
189	False	a_e_H_16_54_141	[]
777	False	a_e_H_100_177	[]
912	False	a_e_17_145	[15, 935]
77	True	a_e_17_145_203	[]
876	False	a_e_17_104	[]
723	True	a_e_17_104_204	[]
185	False	a_e_17_105_178	[144]
733	False	a_g_O_21_67	[]
753	False	a_g_O_21_67	[672, 506, 678]
454	True	a_g_O_21_67_205	[]
303	True	a_g_22_151_206	[]
985	False	a_b_c_j	[171]
786	False	a_b_l_z_82	[]
811	False	a_b_l_z_82	[218]
891	False	a_b_l_z_82_183	[]
466	False	a_b_l_z_83_157	[]
633	False	a_b_l_z_83_158_186	[]
894	False	a_b_l_z	[]
60	False	a_b_l_z_5_162	[752]
271	False	a_e_H_16_53_135_166_192	[393, 397, 748, 408]
375	False	a_e_H_16_53_135_166_192	[961, 226, 304, 379, 843]
557	False	a_e_H_16_53_135_166_192	[13, 668, 577, 404]
18	True	a_e_H_16_53_135_166_207	[889, 204]
47	False	a_e_H_16_53_135_167	[878, 900]
825	False	a_e_H_16_53_135_167	[]
127	False	a_e_H_16_53_135_167	[]
250	False	a_e_H_16_53_136	[]
254	False	a_e_H_16_53_136	[]
469	False	a_e_H_16_53_136	[213, 856, 925, 964]
95	False	a_e_H_16_53_136	[]
645	True	a_e_H_16_53_136_208	[]
135	False	a_e_H_16_53_136	[]
705	False	a_e_H_16_53_136	[]
606	False	a_e_H_16_53_136_193	[]
883	False	a_e_H_16_53_136_193	[]
739	False	a_e_H_16_53_136_194	[]
988	True	a_e_H_16_53_136_209	[]
